project_id,project_type,project_type_name,total_duration_months,month,progress_pct,is_completion_phase,mat_index,lab_index,cpi_index,material_cost,labour_cost,equip_cost,admin_cost,total_cost
P002,commercial,Commercial Building,25,18,90.64696932601024,False,1.0049438658488907,1.0808334440420737,1.0198413794920584,811632.7017514658,673484.7950809442,244512.98487994794,124757.69895863197,1826425.0540761857
P002,commercial,Commercial Building,25,19,93.70270648626092,False,0.9966509677533024,1.0855414225684172,1.0211501354097299,587263.3244003227,493500.36018141726,178391.42734022666,91020.54027862722,1342295.6145694403
P002,commercial,Commercial Building,25,20,95.87847143057692,False,1.0168236872162713,1.0900554296039193,1.0162685299724827,426610.3824682484,352846.355423757,127019.37163388624,64809.01018813145,931288.9777682814
P002,commercial,Commercial Building,25,21,97.40095004001768,False,1.0242599793342184,1.0945805365432026,1.0210004856677888,300701.2229744356,247927.09929279078,88881.05160550473,45349.72032168566,667862.3141242989
P002,commercial,Commercial Building,25,22,98.45336944823144,False,1.0251294498437251,1.0994913582041077,1.024074326708688,208037.36744867722,172149.49262401625,61439.38125110478,31348.17496131488,487523.57127807505
P002,commercial,Commercial Building,25,23,99.17473411612605,False,1.0200908734686012,1.1046201903620214,1.028720368719226,141895.13968058306,118547.64263076738,42112.67723300207,21487.12352088982,333683.68651938025
P002,commercial,Commercial Building,25,24,99.66632167125339,True,1.0222861538796264,1.1091285737746728,1.0307297722794697,33916.82524579113,60837.18568081278,8609.543395544883,11714.244390906666,113878.1962587806
P002,commercial,Commercial Building,25,25,100.0,True,0.9951725256440875,1.113752980777353,1.0323814093677062,0.0,16586.823142392033,0.0,4969.599832875398,22003.358248965065
P003,commercial,Commercial Building,29,1,4.187122709798845,False,0.9971999999999999,1.004,1.003,293635.6996248195,190266.84746804787,97821.4116645379,49879.413628879134,642130.599146614
P003,commercial,Commercial Building,29,2,5.290461289110376,False,0.9665756799331111,1.0082783580258903,1.0092019908553207,74999.01578092438,50350.4052460193,25776.683620859243,13143.603659235392,168781.60265761087
P003,commercial,Commercial Building,29,3,6.6648180128900405,False,0.9536642616993254,1.0130068293313266,1.0140430053234493,92173.45694184215,63012.333892932475,32108.329315534884,16372.127651909772,211706.59091355244
P003,commercial,Commercial Building,29,4,8.365464528386395,False,0.9391074961294321,1.017559047794464,1.0188346248077957,112315.64546442944,78322.65388957395,39731.255666071236,20259.07929195367,253552.60371755483
P003,commercial,Commercial Building,29,5,10.45270515591567,False,0.9359095189605329,1.0221178143796374,1.0171878283104034,137378.02881268613,96557.76353423143,48763.038205369034,24864.410675113802,311892.4596638997
P003,commercial,Commercial Building,29,6,12.988829439971239,False,0.9208100154447315,1.0268437195136395,1.0110432528503808,164229.610720111,117866.01612523836,59250.05661822359,30211.7709334413,345744.4663275228
P003,commercial,Commercial Building,29,7,16.03304935543763,False,0.9238047636213904,1.0311139811175036,1.0151435896552499,197773.0525305159,142068.0499473332,71120.41136299267,36264.49828792199,449074.4740946228
P003,commercial,Commercial Building,29,8,19.63415929186547,False,0.9217244898233994,1.03569694135185,1.0202340297408337,233425.55663919143,168804.02370364263,84130.72220601076,42898.492471165264,531731.8286112382
P003,commercial,Commercial Building,29,9,23.821138749893187,False,0.8946731936218308,1.0399574580992086,1.0184606985591627,263436.62380461843,197074.3600133719,97818.06495333635,49877.70713140094,600345.4354324391
P003,commercial,Commercial Building,29,10,28.59271642738952,False,0.8838314668446653,1.0448092583009856,1.0209750732236007,296580.33698929235,225638.25448605517,111475.7069782921,56841.7773095549,682692.912592803
P003,commercial,Commercial Building,29,11,33.9079024038333,False,0.8627139552879114,1.0494208058026908,1.0223466753238977,322475.0989762121,252453.76738293603,124175.72436043173,63317.55198218051,745439.1866141728
P003,commercial,Commercial Building,29,12,39.680297178758885,False,0.836937154410426,1.0543560741759568,1.0285206857169094,339750.2378886682,275459.0530359835,134857.23841978126,68764.08611906343,838224.8214657165
P003,commercial,Commercial Building,29,13,45.7790322666712,False,0.8104924257080728,1.0592983231319215,1.0226323821571095,347615.89474128967,292396.23413564276,142481.34507056116,72651.63959752953,848013.8551920492
P003,commercial,Commercial Building,29,14,52.03801307762512,False,0.790743869281054,1.0641223433833644,1.0291118159242392,348056.98198446684,301445.5680663292,146225.07648890492,74560.57880371658,837876.2524534939
P003,commercial,Commercial Building,29,15,58.272789452235976,False,0.7916428429589131,1.0687904511913275,1.0223880476670608,347105.15801742254,301597.10399403004,145659.60174748336,74272.24163863072,836432.1947543668
P003,commercial,Commercial Building,29,16,64.30172835217279,False,0.7910807464013637,1.0736337084403063,1.0267746877249238,335407.36417968984,292961.6289989777,140850.73567366233,71820.1872683199,853796.996710551
P003,commercial,Commercial Building,29,17,69.96651245233852,False,0.7758354062351468,1.0779774258517496,1.0320471856868236,309074.98315129336,276380.08724635176,132343.1902667267,67482.16587711105,790988.1774172504
P003,commercial,Commercial Building,29,18,75.14725355551586,False,0.7679001085360982,1.0829579504007216,1.0378344350637136,279774.1051719777,253931.86637844305,121034.76379980486,61715.96733593992,717514.8653315355
P003,commercial,Commercial Building,29,19,79.76953950913112,False,0.7521217906539908,1.087386871416629,1.0400735638507315,244487.05943261675,227485.96908589586,107987.88773055363,55063.3284407396,658147.6194473874
P003,commercial,Commercial Building,29,20,83.80342460909974,False,0.7406540224673022,1.091814786354083,1.0372519619731142,210111.4917062368,199336.21896132518,94241.40688497607,48053.95909745712,555820.96722085
P003,commercial,Commercial Building,29,21,87.25646877412397,False,0.7402345434389195,1.0965089390562728,1.0426167560633637,179755.57864930478,171367.33010393675,80671.54420198339,41134.64785327624,492149.1825199454
P003,commercial,Commercial Building,29,22,90.16377317384031,False,0.7381250614742847,1.1012652879695946,1.0398417678654246,150914.633438565,144909.2727318483,67921.73056051582,34633.481927611814,394894.73974522424
P003,commercial,Commercial Building,29,23,92.57766130097978,False,0.7198888306123757,1.1058107120403498,1.046454659799965,122206.2648849973,120812.43902238224,56394.321485838394,28755.62353729407,311756.6694536603
P003,commercial,Commercial Building,29,24,94.5587543041537,False,0.7091732292928428,1.1107325765585496,1.0440204614494693,98802.53639359678,99592.83484510338,46283.170482605805,23599.919130943465,263045.87426676333
P003,commercial,Commercial Building,29,25,96.1692250344165,False,0.6899856930828003,1.1153851373592312,1.0433781760095093,78145.47193580298,81300.16184188798,37624.52910922595,19184.85348040852,220487.10837996347
P003,commercial,Commercial Building,29,26,97.46829494499536,False,0.6740148745707655,1.1202974986556589,1.039559972004007,61576.20240235641,65868.77866082547,30349.44550499057,15475.267837494688,166920.70241248937
P003,commercial,Commercial Building,29,27,98.50963646471516,False,0.673874052738734,1.124906390103365,1.0346628291115707,49349.50667079153,53017.993720820115,24328.280908867713,12405.05903241719,147911.41757715555
P003,commercial,Commercial Building,29,28,99.34020009014216,True,0.6777157542111688,1.1298809142109423,1.0354284625653327,13854.773476173235,31855.216729436015,5821.198370399995,7915.321233996562,61245.18781885003
P003,commercial,Commercial Building,29,29,100.0,True,0.6810404011243238,1.1351039569813426,1.0375303759598768,0.0,10169.108125799683,0.0,3929.9579803427073,13533.558276116599
P004,municipal,Municipal Engineering,27,1,3.2448954892434068,False,0.9971999999999999,1.004,1.003,951211.7074964952,643573.5758113939,372380.2827174313,151559.7244661273,2110752.470069619
P004,municipal,Municipal Engineering,27,2,4.241363817585975,False,1.0123090650983566,1.0085786138489752,1.0017067062858498,296531.49625837745,198534.97818619251,114353.5004616407,46542.166237235455,663334.5811449492
P004,municipal,Municipal Engineering,27,3,5.526748212907,False,0.9958791651719676,1.0129644658238441,1.0011176708114868,376299.70095835393,257211.87295838734,147509.15895963795,60036.60377774987,843759.67436772
P004,municipal,Municipal Engineering,27,4,7.173160517834089,False,1.0011055058562106,1.017312799231324,0.9958928114098897,484521.0576250038,330869.6176645244,188940.28532215013,76899.17783779613,1068864.8712295599
P004,municipal,Municipal Engineering,27,5,9.26305105359943,False,0.9864174071135063,1.0220977842425885,0.999353291107982,606008.1573994764,421968.2393917972,239833.31085286764,97612.76898283573,1417026.7227643065
P004,municipal,Municipal Engineering,27,6,11.885685663084072,False,0.9853974593407693,1.026899135913675,0.9988610418894542,759702.2797158697,532021.7094004813,300970.3765750936,122495.71060345645,1657648.8346424801
P004,municipal,Municipal Engineering,27,7,15.130002761936387,False,0.9699442114743948,1.0312630583681968,1.0008442136392388,925047.9699429472,660931.626677099,372313.9073355217,151532.7095164631,2146731.580208937
P004,municipal,Municipal Engineering,27,8,19.07291014216966,False,0.9187101956493444,1.0353259169544309,0.9946625813980515,1064852.1571475423,806412.8489674476,452483.2833128499,184161.84993463394,2564485.1001710054
P004,municipal,Municipal Engineering,27,9,23.76297619203918,False,0.9311163443352833,1.0397783651445864,0.9873985374597484,1283740.1146856272,963348.6950348096,538226.3087989487,219059.47991314236,3015079.462778726
P004,municipal,Municipal Engineering,27,10,29.2012950343777,False,0.9000129543428139,1.0442396871416724,0.987700266529472,1438823.8565622016,1121834.104825626,624094.8944983552,254008.21321858835,3493429.427459975
P004,municipal,Municipal Engineering,27,11,35.323845399870066,False,0.9001600930516077,1.049098147563803,0.9900985390188238,1620116.7987663462,1268855.785875152,702616.4767437103,285966.6973867226,3975879.4921540706
P004,municipal,Municipal Engineering,27,12,41.99184871598018,False,0.870217491448354,1.0536930638571746,0.9902641613043067,1705759.5794145674,1387949.6322111783,765211.9978116179,311443.2340514327,4180049.651048804
P004,municipal,Municipal Engineering,27,13,48.99663038118495,False,0.8562566043993554,1.058191588152112,0.9918912606799236,1763164.1253961476,1464275.128776123,803860.273931665,327173.18096779485,4536857.929600042
P004,municipal,Municipal Engineering,27,14,56.081834702065194,False,0.8641729083778038,1.0626933574449229,0.9909275945232844,1799895.2438201671,1487387.483482035,813089.4806523737,330929.49163339735,4527969.6130424645
P004,municipal,Municipal Engineering,27,15,62.97921132567457,False,0.8470923463918868,1.067356683250319,0.9843229850657873,1717548.0750677136,1454311.0111474812,791534.6012290617,322156.60075298324,4486185.639916032
P004,municipal,Municipal Engineering,27,16,69.44798464554948,False,0.8193966126605645,1.071764763148092,0.9870709961900249,1558153.71840288,1369572.9979262892,742348.6043464703,302137.77461987664,3846343.115578435
P004,municipal,Municipal Engineering,27,17,75.30606358222056,False,0.834373151143783,1.0763030249892527,0.992931056390617,1436844.4127032654,1245528.1806097305,672266.055362922,273613.9985049893,3384075.2528312807
P004,municipal,Municipal Engineering,27,18,80.44527735801147,False,0.8319557243782192,1.0808393222511814,0.9954225118511596,1256872.144003181,1097290.445443467,589769.9587300273,240037.87684792487,3156616.1122529283
P004,municipal,Municipal Engineering,27,19,84.82972995512785,False,0.8296187975760396,1.0854079511542516,0.9922158534246597,1069271.9302384965,940095.8932022646,503154.4784994152,204785.15556403724,2758492.6719191666
P004,municipal,Municipal Engineering,27,20,88.48206519879123,False,0.8474873782061257,1.0899777521371607,0.9872135946383065,909909.2423195696,786415.464974147,419137.57627100975,170590.06215223824,2205327.596827621
P004,municipal,Municipal Engineering,27,21,91.46453346122462,False,0.8258254257036746,1.0944715277836985,0.9953696792495695,724032.8720066221,644828.2811877851,342264.4514876697,139302.50437395994,1892492.1842588312
P004,municipal,Municipal Engineering,27,22,93.86063164824044,False,0.8251186801726864,1.0989106260941923,0.9942797749349448,581186.1192898552,520152.5850765292,274973.3306534693,111914.84663272776,1489177.0261447132
P004,municipal,Municipal Engineering,27,23,95.76056847314514,False,0.830308322102147,1.103487945277872,0.9981900769727194,463738.0746940599,414162.26909528836,218034.45268070287,88740.57812960389,1202272.5841658064
P004,municipal,Municipal Engineering,27,24,97.25148206551195,False,0.8374398363373659,1.1079890757907782,0.9940248896822812,367028.92661370314,326326.0397148248,171095.44109300908,69636.28074030977,913484.4095569084
P004,municipal,Municipal Engineering,27,25,98.41189865004227,False,0.8488328634357842,1.1127759994463575,0.9927615301139915,289554.4980493504,255085.3135499991,133168.0041005423,54199.717186684255,752951.7747516908
P004,municipal,Municipal Engineering,27,26,99.30934474618448,True,0.8674079850486914,1.1177359821169834,0.9959384291241408,80092.90320883082,148618.42203582946,30896.948648692374,33533.698328442304,286335.32573750796
P004,municipal,Municipal Engineering,27,27,100.0,True,0.8566098101417642,1.1221977092845574,0.9960921468584889,0.0,45932.0395584078,0.0,16129.259064946029,64585.561442139995
P005,residential,Residential Building,23,1,6.11985684294998,False,0.9971999999999999,1.004,1.003,235596.03439213271,164473.61652799405,61796.08088685352,36657.15640675372,514738.56694843405
P005,residential,Residential Building,23,2,7.822892608808328,False,1.003444233103644,1.008390427090466,1.0064054033252459,65972.27387081875,45969.92010829044,17196.633620837663,10200.965486191417,140260.8443268041
P005,residential,Residential Building,23,3,9.952136152657259,False,1.0051799321318384,1.01257960750379,1.0004840277072256,82625.4031789136,57713.28329832968,21500.32421347843,12753.895330877882,183128.35172944862
P005,residential,Residential Building,23,4,12.585838186412632,False,0.978861893095861,1.0169316802276578,1.004118978363945,99525.07281384492,71693.48340608143,26594.161936534034,15775.536888803856,223582.11092299037
P005,residential,Residential Building,23,5,15.800615173089138,False,0.9738868007059409,1.0212241511921012,1.00251182753434,120865.89534988557,87880.63650216149,32461.644741038657,19256.101218967084,241161.51193965215
P005,residential,Residential Building,23,6,19.661776930270264,False,0.9698619319470837,1.0256790573002086,1.0094758970465687,144568.059719121,106010.95579944519,38988.602247920346,23127.86296754906,318055.3743743646
P005,residential,Residential Building,23,7,24.210303791852944,False,0.9413155846187997,1.0299046880708496,1.0058690641325712,165291.4752667665,125397.55389750883,45929.364210241656,27245.091652337487,359598.8847337097
P005,residential,Residential Building,23,8,29.447853645751525,False,0.9338758130393929,1.034437381116904,1.0086999768588687,188825.9769850011,145028.59578529678,52886.86691965648,31372.2508727807,391607.1590559191
P005,residential,Residential Building,23,9,35.3228920439419,False,0.9176745573526577,1.0390646431597974,1.009366494514118,208134.38949504893,163408.46204887194,59323.99358102274,35190.72536904907,460654.5417418875
P005,residential,Residential Building,23,10,41.72250942803844,False,0.9416150866833763,1.043556078245135,1.0041195152740718,232633.28893665777,178768.52938835515,64621.000729473446,38332.886113578716,489212.08236111136
P005,residential,Residential Building,23,11,48.474604604054385,False,0.9327656591027097,1.048392959316475,1.0022063212012056,243139.51555915864,189488.96215358048,68180.19283138729,40444.18281215778,526617.2682553411
P005,residential,Residential Building,23,12,55.36293127669594,False,0.9191167038062867,1.0530989701669315,1.0042834603190396,244415.55234938726,194179.86243265567,69555.80876503637,41260.19197830094,542912.8393173907
P005,residential,Residential Building,23,13,62.15324416304154,False,0.9098098845514133,1.057536561348074,1.0031890623803454,238498.07619797043,192223.48343189777,68566.10132229634,40673.10198804935,533930.9828826883
P005,residential,Residential Building,23,14,68.6243002414124,False,0.9019469426617952,1.0620545308833143,1.0016377366330866,225320.4434359204,183968.40605473562,65342.36259186933,38760.79471613443,508995.10012821946
P005,residential,Residential Building,23,15,74.59533433209887,False,0.8891509772895233,1.0664561697890778,1.001115232621947,204960.1847822035,170456.6024797225,60293.323049098864,35765.72723665943,469339.47100811504
P005,residential,Residential Building,23,16,79.94318924402019,False,0.8760704615474426,1.0713330602103115,1.0016021604249539,180868.56661275975,153364.69290067645,54000.68713845035,32032.964001888173,428726.4242867633
P005,residential,Residential Building,23,17,84.60654373449294,False,0.8731390555806693,1.0761190883673497,1.0038155428176725,157190.49727592012,134332.1702560974,47088.85169908894,27932.894400025834,357554.42692289304
P005,residential,Residential Building,23,18,88.57914492465413,False,0.8578850893389889,1.0808137777715325,0.999443849347557,131567.47228295583,114933.62556690726,40113.87697102993,23795.3708569429,311450.70858751604
P005,residential,Residential Building,23,19,91.89653606445032,False,0.8471732515985089,1.085255829704514,1.0017874471466695,108495.90792519326,96371.82290292869,33497.80500900714,19870.746815585575,268692.53769777034
P005,residential,Residential Building,23,20,94.62098831856068,False,0.8103732413873668,1.0902806064001598,1.0056126805992034,85233.18873041411,79513.11257163978,27510.52454132544,16319.119052058566,204681.64733734154
P005,residential,Residential Building,23,21,96.82801515460092,False,0.8215551403728627,1.0950231614576982,1.0093246483082887,69998.50656028203,64692.239436122974,22285.751510105114,13219.807260006437,171112.34790965353
P005,residential,Residential Building,23,22,98.59611365310639,True,0.8280049088269015,1.0999772335517097,1.00633306448794,19781.16448596164,39045.652189284185,5356.084004911147,8472.546318063083,70116.33752566314
P005,residential,Residential Building,23,23,100.0,True,0.8355877674481286,1.1047171993075298,1.0038471550991637,0.0,12454.479633694891,0.0,4204.549445847707,16751.411838751417
P006,commercial,Commercial Building,25,1,0.6831227096679635,False,0.9971999999999999,1.004,1.003,163646.02937611658,120428.08388193088,49915.83191349569,31076.79643827297,359844.8112357549
P006,commercial,Commercial Building,25,2,0.9781371566160258,False,0.9893151585503375,1.0085281895920846,1.0002760169296674,70113.6258495138,52242.826570803736,21556.72961461051,13420.874148088024,155029.12575425822
P006,commercial,Commercial Building,25,3,1.398807010657413,False,0.9851522694162018,1.0127672851947993,0.9964700057846474,99556.41104953035,74807.71601523693,30738.38042305887,19137.222693293934,224913.31691355957
P006,commercial,Commercial Building,25,4,1.9968376209948715,False,0.9885398933202828,1.017409322966542,0.9997899843854835,142017.57529520287,106835.22459175906,43698.14529989668,27205.764467040834,326099.8060590625
P006,commercial,Commercial Building,25,5,2.843354585598825,False,1.0131732357833731,1.0219483268290577,0.9980395467175995,206036.35306347083,151900.7587972886,61855.06340088103,38509.970490263026,464641.7974859997
P006,commercial,Commercial Building,25,6,4.034332213257122,False,1.0070882223547706,1.0262083724769013,0.9972691270451582,288134.7240377703,214602.36184320663,87024.83204492039,54180.26479497951,635234.2083739483
P006,commercial,Commercial Building,25,7,5.695661825337352,False,0.994429509415301,1.0307864155314452,1.006737775967966,396875.49906625133,300690.5870538979,121393.48977260145,75577.63991858331,897865.1484902091
P006,commercial,Commercial Building,25,8,7.9856515520769555,False,0.9938967723080239,1.0354822350984272,1.0081685312579258,546763.2212377365,416362.42265198455,167329.73544259064,104176.80978314059,1312399.3969599751
P006,commercial,Commercial Building,25,9,11.090888126620914,False,0.9981792800033987,1.0399837616996987,1.0008587336703365,744608.042371474,567043.7806329249,226899.8888675717,141264.23196600727,1607144.8197820855
P006,commercial,Commercial Building,25,10,15.209336612567686,False,1.0120513356284286,1.0443226013502118,1.0050564949089666,1001291.8003827706,755202.911604513,300935.36557850847,187357.53244316956,2303600.842857688
P006,commercial,Commercial Building,25,11,20.513981283456655,False,1.0050852791671336,1.0487141194159677,1.0018196161139974,1280806.9916148153,976806.9787818765,387610.8172155706,241320.2785993062,2840612.8913331414
P006,commercial,Commercial Building,25,12,27.09462144708889,False,0.9889924223042382,1.053071175919842,1.0082764436620857,1563455.7246753748,1216805.6281056283,480847.91157173587,299368.1982818629,3506854.463768775
P006,commercial,Commercial Building,25,13,34.88817376774675,False,0.9881239239719667,1.0580027285919944,1.0019427817262414,1849998.383309879,1447830.0405721283,569475.5014601676,354546.3144064359,4319097.670918433
P006,commercial,Commercial Building,25,14,43.62684006111917,False,0.9874889269189178,1.0627635282997012,0.9937857987382915,2073012.2513148678,1630711.513214669,638535.0562567665,397541.68569967506,4663207.805589715
P006,commercial,Commercial Building,25,15,52.8441158988206,False,0.9943430794111132,1.0673440486493528,0.9985395841772954,2201726.2437786255,1727437.5575217356,673507.0945579584,419314.715891801,5040624.47173108
P006,commercial,Commercial Building,25,16,61.960011581936605,False,1.001502230077906,1.0720946548382908,1.0013766826414574,2193187.4225639855,1716041.6241337517,666099.2384231358,414702.70346366294,5322508.149941704
P006,commercial,Commercial Building,25,17,70.41929139542482,False,0.9828311099746702,1.0769211477880438,1.007682831997804,1997269.9359821896,1599604.5707489308,618120.263465613,384831.76310438174,4588560.515954319
P006,commercial,Commercial Building,25,18,77.81771896610475,False,0.9896883303665853,1.0814675559060347,1.0134979392661734,1758985.8877444633,1404909.217785209,540603.7038671008,336571.19624829956,4113752.543334155
P006,commercial,Commercial Building,25,19,83.96045096933013,False,0.9852488033659368,1.0862507644195722,1.0161984863945879,1453891.3861583967,1171620.6124367851,448849.9267015781,279446.76606035605,3364612.4581254874
P006,commercial,Commercial Building,25,20,88.84417435236107,False,0.9844929385724521,1.091353391698129,1.0176879231229052,1155016.3764502404,935861.9713392877,356854.06450309535,222171.617613262,2602822.5167786344
P006,commercial,Commercial Building,25,21,92.59478382806903,False,0.9847083290482079,1.0963296265684668,1.0137808188401403,887225.3398251412,722001.8947029866,274057.3392057191,170623.7042722346,2008771.0175306848
P006,commercial,Commercial Building,25,22,95.39929441052846,False,0.9952056900769951,1.100937739881923,1.0145917993453697,670493.2541325345,542144.6581637637,204925.81618565664,127583.52671723714,1449011.903755114
P006,commercial,Commercial Building,25,23,97.45477177938817,False,0.9926507066929535,1.105645386764905,1.0136218882349126,490155.2230665009,399046.86022652616,150193.8983932553,93508.31244737584,1137738.7231352369
